BestShot@59,Lomuto
2529578361,3640268419
2617196747,3739056572
2723601141,3741570252
2544434873,3919793407
2779254331,3929969927
2721045323,3666399293
2608689389,3765998043
2747970503,3609106001
2644314807,3565781595
2518278342,3629427505
2714421181,4111762802
2727899183,4234093892
2798432537,4311849411
2838269348,4268110604
3355260505,4131104291
3233467976,4091827814
2894483686,4024580147
3063502161,4148817131
2756952851,4134043954
2991029346,3705555100
2758834284,3569687052
2765047306,3654260056
3299540925,3999043599
3461069712,4392726062
3336035925,4496566798
3434209369,3255991209
2971042246,3025845987
2951568176,3482382487
3013366458,3587618865
2903668150,3533025974
3202469206,3400141711
3224145120,3433644217
3459942791,3269833383
3513993144,3696698387
3258072128,3126671346
3141156978,3148904385
2970027798,2818519527
3088280903,3102589193
3035500084,3075118809
3136743718,3259859516
3027028326,3599876003
2867312295,3541501749
3009016593,3702041044
2875463527,3861080985
2740424711,3630048851
2801529216,3609037912
2612291572,4003001447
2685563893,3761023717
3079005874,3948296945
2762529681,3737768866
2457145637,3897796307
2359269855,3623388628
2513754891,3608950598
2578039595,3717146788
2713643699,3464368296
1642860141,2623729091
3396629686,3476940966
3857623665,3446490481
3566133984,3585178365
3594400563,3478021553
3844081327,3581578753
3952883476,3202978925
3675732531,3377916671
3825357271,3377333815
3409213416,3184266436
3520213730,3094806135
3334549203,3344357349
3758629018,3090333877
3753995850,3418725267
4307958621,3651161087
3764265215,3733254496
3388546488,3174140216
3221072420,3304885779
3095240761,3133549730
3053214957,3258891246
3483279038,3040183139
3116116052,3391667717
2996886469,3483023872
2944165073,3254346185
3036285317,3343350193
3490353112,3086597334
3342876716,3240845519
3365026182,3349421366
3067611618,3412938603
3218263285,3197557302
3053822454,3189017927
3191471077,3063095490
2755574745,3976434365
2719515431,3919025147
2227835897,3768052518
2615711694,3854085571
2687750738,3836061115
2600684798,3866978635
2739649581,3802229643
2560338716,3657553279
2395772026,3740216367
2593899385,3721610374
2548977289,4013622502
2788386038,4137688226
2645614607,3884401438
2536012536,4088752201
2461618121,3774895337
2910954117,3473635913
3142357527,3578280239
3047076005,3647895119
3070907736,3933888254
3041248032,3937190573
3449233379,3938463833
3287207765,3852408225
3056219191,3835234119
3130736800,4070246671
2703378118,3759639927
2788089584,3591872641
2671923809,3965755552
2632104405,3588431462
3187221945,4101097760
3083856749,4392817011
3187562652,4750593978
2984850236,3140531593
3291065957,3405011217
3100535657,3327467778
3320004343,3641003814
3231332148,3340966636
3027677327,3412841834
3410204451,3318162078
3469947933,3333130069
3683896182,3197948313
3303718732,3480925574
2964281354,3231276395
2989348483,3234278206
2900235175,2988711898
2952240150,3176380797
2817631857,3196993536
2923872875,3294274184
2554662954,3646508206
2617384460,3881294473
2681204879,3968946497
2993441725,3636842399
2711246355,3876884462
2956865754,3715575683
2675528622,3796705891
2536197138,4029804383
2771853786,4240098064
2932739886,4107904779
2565709667,3835772552
2433623125,3900614951
2322326739,3669330759
2478066566,3611058054
2411664717,3702074667
2513402429,3694158209
2500601432,4138640229
2592776438,3817315841
2616000686,3631650940
2837167561,3496174214
2706726355,3796779303
2572112336,3919671732
2827409779,3709473708
2592840491,3686047146
2308004199,3890496073
2728782614,3785936734
2748385989,3929675333
2965956592,3847348922
2704021856,3610499450
2736000225,3836314604
2551121830,3767039597
2579631066,3763157258
2540163766,3814418772
2573177082,4293155642
2742349551,4396026256
2675113144,4345861766
2789066695,4306461438
2608090257,4475760601
2565747882,4387821242
2771850325,4214625138
2564781222,4218730575
2577976608,3687960469
2698875456,4185448280
2413135610,3834479055
2691040196,3959187195
3045235441,4736613254
2784308088,5167984659
2183508515,2371900314
2822809316,3103040039
2585915799,3237272086
2611995510,3563761821
2566873228,3474407193
2687233170,4029415718
2708021925,3686397764
2798659213,3937879003
2985479580,3795064124
3394544154,4416072682
3202002656,4304098721
3219147566,4050304595
2612754845,3990523287
2489676216,3726907713
2814798500,3368279389
2519537789,3344647763
2272291196,3540743366
2472309805,3678795169
2688579504,3567283500
2323285600,3538235809
2532338650,3686181098
2651903672,3569834086
2574640307,3767226921
2658832027,3930894486
2519329261,3587356149
2766877360,3620108247
2805010303,3983443569
2646279603,3713249245
2547947119,3517006280
2653487980,3544729544
2406450738,3879191384
2998009700,3622786528
2777508922,3523163107
2828336798,3459204400
3185493000,3511750997
2948455119,3597475866
3010112840,3576411891
2835593260,3372954982
2563125479,3470457275
3027276144,3554173540
2949430665,3726953391
3015375827,3736745508
3068814600,3527020225
3014287460,3617417401
2796900144,3465199268
2831087384,3391158153
2963507396,3564653841
3237946277,3896989661
2950760579,3775369849
2837149799,4131086599
3629238213,3928465680
3384683078,3821923867
3235119665,3730219506
3280809672,3861531260
2780795541,3799458419
3039902853,3482354772
2878437621,3677665216
2811862405,3561889852
3519124007,3767677181
3675514544,4170991549
3394960024,4367952251
3001962727,3657602657
3490104944,2958458038
3987502122,3134210935
4043067424,3145863085
3928785296,3287623588
3757089749,3096924369
4101236816,3446586198
4076205746,3028020593
3846646006,3348903858
3850550405,3265471861
3340115050,3101324473
3233991863,3304072941
3360680654,3275294306
3568255322,3084256070
4070588999,3337434966
4541871908,3546348740
3728273114,3414002249
3808720387,3036795073
3177399389,3055474417
3294016115,3046206371
3333315658,3070407984
3669021467,3057274661
3486459981,2963035777
3175841764,3191098084
3143983616,2873159147
3392761618,3053890080
3573081915,3312351803
3444523636,3186944282
3124444681,3216327194
3356422046,3291486925
3058869952,2946664645
3241600066,2942017444
3363889091,2935735343
1651491453,2021313258
1781351656,1855998260
1877061663,1832288411
1812095611,1830209691
1827395174,1846429902
1680511826,1860953107
1674248809,1904389187
1675141770,1831820508
1698903035,1887668758
1805719047,1860286226
1735835057,1801477916
1610629574,1947776030
1660846950,1714751543
1677526757,1732614795
1689147907,1744851944
1665063574,2251978525
1764089667,1876070212
1820758085,1835222376
1760366744,1869560002
1755469626,1855139032
1629094488,1879598813
1654756741,1835843168
1704762099,1817311882
1707364016,1931355387
1729806197,1894096448
1654410801,1827214911
1687840866,1773492403
1633412755,1775754874
1597152227,1892943547
1694434997,1737801309
1382259138,1721478908
3343857623,3036110866
3155632233,3109946673
3505901211,3464923589
3344985573,3257965619
3119961716,3213125941
3628957940,3165990787
3482694033,3114988572
3783464252,3142678766
3409472040,3426639057
3405500401,3112208885
3255998786,3004170593
3131749627,2791312114
3149481782,2725153396
3083053966,2978205239
3088132108,3133179903
1667071693,1989441227
1778365029,1892723010
1800577624,1972908380
1711864473,1874723251
1751684964,1859281412
1642577383,1866105733
1727121645,1818545759
1639550602,1823167270
1772520354,1879177496
1718430441,1947410335
1692965451,1802811723
1641087021,1782627088
1641873477,1714804897
1624357055,1740407676
1561406211,1731541535
1419638547,1711551357
3337649556,2660920933
3690139473,2617016580
3231138075,2853940643
3179097487,2844879325
3343138486,2746346478
3441905520,2853231237
3552432338,2852582494
3367899004,2855898569
3384005294,2875176346
3666985696,3046526593
3462022949,3004715841
3281675577,2903296207
3565059833,2472927686
3624116520,2746102759
3262756731,2698412638
3101165873,2600263386
3549498407,2835878974
3474403754,2741662028
3388983943,2862003625
3759053124,2922227612
3459012365,3125811813
3739053652,3009152179
3675289588,3127511286
4368112483,3062873354
4294048740,3502171908
4016396674,3384784576
3551523358,3371918907
3530848486,3003965853
3426971166,2828052157
3328346421,2921781390
3456170291,2883088110
3524490570,3229494227
3527190448,3251685308
3388842255,2948868436
3494776305,2952172076
3683457974,3133330448
3432424438,2857162994
3262880719,3003655093
3459754607,2848714016
3247027641,3109616879
3284565932,3153476570
3415790364,3240277354
3414906944,3423214736
3489167949,3229039998
3211405268,3059495972
3081681030,3020035838
3077091487,3356416286
3572965958,2864020423
3728647737,2793498710
3918733011,3085264219
3726643112,3424086972
3564032901,3324290232
4007367466,3538394998
4036583253,3109258564
3749608389,3247064485
3830344106,3295896353
3488977974,3001241711
3428373413,3304879893
3402878127,3162446793
3644087733,3159931244
3909131936,3382857821
4278678109,3821119538
3560313619,3686848834
2886580355,3121268348
3080759059,3208574284
3130698553,3246688373
2983904014,3044669244
2778094324,3107692998
3011618882,2978122552
2839196731,3130326250
2803527529,3614393331
2698529483,3344712740
2818019406,3295583551
2946031561,3752736256
2739435324,3692054917
2708353320,3358097094
2804747592,3508510003
2478282123,3777780157
2377769615,2615077139
3384440559,3196032208
3003071759,2670461989
2761810426,2982469093
3218257736,3145691802
2971509149,3432802702
3024250612,3160786361
3185367826,3480435002
3327047754,3333464868
3687311004,4129402078
3366844452,4172234249
3573298834,3750403373
2951827619,3517376996
2817365448,3278033749
2868848219,3479959242
3207458324,3499324394
1990243478,2265893830
2911131132,3401149544
2694987564,3198019469
2735798682,3468281509
2762361913,3534075816
2773583677,3800402363
2810143868,3456702157
2640994996,3876055576
3208862862,3903424511
3507015508,4221213878
3314940692,4148549471
3294796805,3867632450
2671676846,3941461349
2909152601,3443582164
2592263428,3440229822
2817962944,3401492233
2546634865,3393161651
2612269226,3435731294
2815467728,3565283404
2516183095,3401171268
2676341339,3443771496
2754147424,3465645958
2765185869,3544497460
2691236688,3782651936
2655544481,3383390174
3067482630,3673132768
2967778215,3728923970
2787228160,3482278730
2815263299,3232432734
3056718369,3417596888
2587578184,3515613612
2793258375,3154604165
2961222771,3332974342
2961996493,3526119197
2811673134,3108323742
2916380588,3281647017
3128957944,3114410757
3067020926,3216064005
3051983557,3454702078
2947313433,3271379806
3343115163,3259473289
3129541525,3442579313
3070400251,3323417130
3021866086,2926387330
3217937597,3132613239
2571619620,3184681421
2551609967,2414367547
3318291837,3202421891
3196771353,2687293978
2970015362,2819645387
3277271174,3167601545
2751140886,3172063184
3007658852,3280183672
3340056475,3769308531
3556903903,3429404231
3913983221,3881052338
3633400715,3903900331
3579013296,3442314104
3101371149,3412737491
2889364357,3206795540
2908097911,3300562392
3074589444,3093535242
2664939129,2260920297
3069824485,3054939327
3056028472,3009648268
2736820660,2749794084
2938519163,3355519888
2681005754,3627489895
3324361112,3375696556
2898427320,3382689347
3452428860,3695588560
3591721164,3843576672
3671200038,3997412085
3729373330,3568171662
3164844819,3337714355
3034868274,3100376887
2994148548,3197870168
3280998579,3191571908
2951954703,3007280637
3209710735,2991211347
3229185999,3154770232
3127715043,2965001395
3056873040,3054940535
3275937560,3099212020
3118186483,3077802003
3126524958,3358161664
3018979103,3209398325
3512594325,3123272837
3204029313,3400319644
3012006630,3186599731
3117825716,2987772876
3293229250,3110140955
2891423058,3265496249
3175790970,3231727350
