0,25,50,75,100,125
4298549870,3183412558,3131322151,2969751092,3192453608,3348697063
4552870241,3184948480,3065238591,2836944134,2968695316,3379033875
3629569311,3259836187,3079832808,2984300543,3256307178,4095192044
3387012724,3253700261,3306031601,3490551893,3454089991,4762489681
4039119612,3476789054,3545161088,3384279603,3130755406,4933235694
3584838320,3159950777,3368667752,3456993918,3128719029,4281273762
3598547833,3307312621,3219413473,3371999974,3065809596,4354654893
3217704200,3080502314,2962276852,2817230813,2817702878,3849051898
2781327761,2691966477,2607232637,2520354427,2695025007,4062988749
3006072315,2594176687,2821074651,2942472927,2714513685,3873973584
3188563977,2814492611,2700850991,2680553673,2832792254,3730046874
3388718977,2918649678,3246803616,3041938159,3065267887,4006897817
3323985226,3008194139,2803173581,3013938516,3009373716,3819412042
2996377833,2717054065,2984491382,2918455048,3023799137,3765046765
3313159766,2946054647,2710626073,2982910351,3032958984,3637777498
2638615568,2630698019,2640057227,2606600759,2461142935,3438351013
3194203516,2801350417,2967764195,2730771979,3049312683,3780162186
3691569325,3157370545,2959156625,3233870991,3223906835,4266252838
3357567350,3186292141,3175327519,3083766393,3264274984,4209876297
3254558306,3294696265,3300463884,3098494571,3244820519,4586992150
3363839849,3177923430,2888590429,3333925841,3248689399,4152281976
3135654056,3184707940,3111312656,3496375979,3596682423,4812376358
3694712181,3594244999,3238021900,3010374910,3011157879,4616891065
3299828495,3293876964,2873745939,3043535519,2944204280,4252167377
3191504593,3035824844,2760710710,2777098600,2923754782,4268353757
3152686692,2855887511,2895432282,3137144834,3030700465,4657943203
3568194931,3346838587,3331623465,3249135041,3196788847,4520634316
3583015734,3174449752,3258096396,3192403148,3388735932,5111172312
4327770956,3697770455,3604522618,3477797672,3571227249,4999432388
3800243826,3587181221,3375173943,3130859907,3051608045,4511338999
3405393567,3074792863,3104570718,3117014979,2973462664,4341608168
3625135373,2993785939,2824948631,2670061415,3030938848,4195064607
3422840488,3003898865,3059306466,2958842919,3110536812,3908579649
2165959449,1848282519,2096648248,2157033741,2098550605,2617053233
3116627530,2335785724,2503179615,2620030319,2532710945,3015104920
2927974348,2544532844,2641753877,2522322454,2467385268,3252586624
3215763156,2748326256,2869295974,2665845852,2696950085,3422014982
2795697780,2589021159,2658724185,2666374423,2581316371,3500462434
2635521860,2524288302,2730883941,2575044998,2549565892,3563178579
2790041994,2775803654,2705584593,2929964375,2607262761,3317869820
2553273268,2474415134,2481436189,2580411079,2507222923,3338577054
2691653207,2488704380,2553348832,2631008763,2653532248,3197777941
2746311917,2694082750,2738310426,2863826267,2937359538,3607185140
2460643487,2676730871,2735982010,2740296367,2755533113,3246212525
2828535648,2811798193,2744498011,2827676663,2870821592,3645807589
2829079518,2939037825,2927109190,3234964870,3209578735,4376248272
3816633053,3601017563,3595208632,3412010369,3503123722,4241484671
3332928295,3096100857,3083482070,3126624447,3253043861,4118705319
3367756708,3298663202,3089295924,3118251545,3124666269,3790492032
3019261583,2663765756,2684518291,2629186539,2903176176,3747649490
3235729643,2784291217,2746499483,2788151460,3398000983,4143975296
3504130529,3044196250,2934172518,2928141624,3099022954,4121002765
3768699897,3193828735,3051213541,2903904830,3401910735,4157901204
3582348188,3032392441,3250217417,2914518573,3035810529,3815163240
3178762840,2948347880,3311634972,3202572127,3461878727,4329398182
3772361916,3422690325,3137134990,3166679410,3421286142,4094455328
3818128272,3000230098,2949417009,2762126957,2920622776,3731084610
3391579281,2876221025,3000120217,2913736369,2996101070,3607753466
3373186854,3010353710,2966980195,2855415921,3036416253,4208609733
3283106819,2802060724,3052321375,2788947403,2883751086,3581993275
3252183145,2816361805,2701023113,2744827570,2957459160,3285814758
3051996811,3014962510,2814193064,2736055975,3210448734,4247004204
3518483897,3108487027,2860705163,3130808840,3330782862,4116320309
3602739028,3198961799,3041266244,2886539675,3329459731,4035530946
3603478713,3154085234,3216737517,2979523275,3260270034,4016182387
4128810452,2993721683,2937886431,2875191585,2726624979,2931488219
4283822258,2799087370,2804009446,2569168559,2819709108,2682639282
3918148446,3043546711,2707685196,2717432202,2796481734,2648786020
4036160368,2908004427,2625951992,2778200031,2733645911,2709851770
3659396517,2923467767,2789928188,3036805098,2862235362,2921112221
4302364525,3264786782,3032071715,2832565874,2715556307,2891075795
3758850423,2847859694,2479806623,2522078055,2572906592,2722138271
3918339538,3044256535,2712113394,2743562008,2778233319,2880437406
3677807641,2838294023,2594306299,2705835383,2568764931,2698251693
3862575804,3133312003,2773892868,2884671803,2721936497,2941740230
3457130333,2970105979,2713066869,2637083331,2808222498,2952523487
3581851955,3169392862,2691578654,2816385220,2864778932,2864591401
3665717899,2950024443,2504019388,2623076662,2569945346,2521850425
3389702521,2716947153,2502410637,2511322279,2572460756,2731301359
3913614368,3301167124,2786377427,2823927544,2956289317,2995540638
3374294866,3139172221,3065220256,3117497534,3171821570,4165742832
3232235497,3297173962,3163658685,3406644502,3473363000,4900984823
3808218286,3474396254,3508574902,3270590848,3261960416,5042589872
3346104691,3219736830,3243431339,3340868230,3279732932,4466962643
3624959399,3364024312,3158979272,3400767281,3151632117,4552536824
3022984873,2947008614,2893220462,2740798516,2793479145,3964376303
2558127350,2625883747,2597448726,2499858801,2733854985,4115251398
2901130009,2639780385,2765259617,3018481098,2747847458,4018445317
3074856096,2841202324,2664814024,2863936121,2816841140,3601519578
3160191921,2880033832,2942071327,2939528506,3103543432,3837074603
3371086048,3064731691,2750824342,2846414028,2724053892,3782799824
3212947496,2634496105,2948418237,2911197981,2990736617,3890572502
3393002404,3023389969,2870867494,2999979672,2919498485,3763595392
2644945967,2621516568,2650695705,2784139155,2658072582,3403807387
3199713914,2793923553,3023925171,2770578709,2906953683,3873025569
3282459036,3003806572,2801521897,2780424863,3007932291,4187578745
3781584890,3097064153,2895620324,2981934148,3065722921,3758124736
3880370789,3340674937,3330384765,3502695716,3426489824,4340696274
4326378267,3225411902,3401096560,3264858184,3455454332,4282520623
4200918605,3200247894,3368162239,3413845683,3223949025,3789965433
4207163077,3347567861,3199435408,3238458150,3007785776,3992758313
3718516190,2983114817,2922799814,2759588857,2732168277,3460593502
3209138945,2476940736,2447073354,2546017777,2519102574,3210856765
3918752758,2648482529,2713473489,2702088259,2872571753,3085928021
3806670449,2820190900,2707920979,2625040253,2839251681,3030526149
3911326522,2897007471,2882057606,3115418384,3161237862,3455320204
4004166650,3034839104,2819778394,2867598631,2854564771,3425616718
3632851996,2653801613,2851010646,2842183017,2963957122,3482342566
3809250773,2998887073,2924995443,2907063455,3124886989,3329047830
3501439492,2475819197,2691541396,2497602718,2594458406,2965154475
3583434210,2903732528,2877793060,2892394248,2968952913,3360685298
3853004612,3021710929,2894331122,2868120627,2927700233,3385597971
3817211456,2834973737,2766451526,2489326630,2802939353,3204708658
3612043348,2788229926,2537209616,2725089528,2864197355,2963319886
3846460493,2728066168,2656624075,2756816801,2590292412,2961889829
3596169007,2791145918,2851949714,3035602707,3018552815,3256842555
4011776918,3044260597,3023096518,2596041694,2800805115,3136386460
3431531406,2722029206,2535421966,2549408349,2521382095,3303300306
3539271234,2783018856,2768883237,2739758547,2675886900,2963046523
3436027131,2661988162,2610127946,2706956721,2738801385,3017956408
3823921297,3117211261,2851529930,3001919552,2754991258,3102965833
3326601693,2898398993,2696672336,2680813157,2711698887,3142857640
3651262165,3106861650,2671491890,2903107253,2769079426,3228135981
3511690618,2815256865,2527249217,2661805351,2563341875,3019065318
3425282487,2693876707,2482364019,2694924386,2457043935,3040821966
3751445138,3187693573,2972925967,3003796861,3148756987,3147313045
4185945475,3047263556,2710430766,2793548423,2974286911,3201100062
3929632453,2519366041,2735463154,2600687482,2671790552,3049420035
4015521011,2858833190,2677451107,2690002374,2931143976,3757785430
4255381233,3105299477,3006554725,3068120776,3041209986,3393272389
4260264341,3287226984,3023647961,2935242623,2961118975,3669822601
4334570577,3158749847,2930606246,3134566170,2784119213,3238603150
4111268350,2869360521,3063602344,3377023278,3390094122,3674208051
4710222497,2957778564,3399940584,3041901878,3288623298,3528260212
4333941660,3137331255,2775326050,2898468595,2760920200,3326357275
4077783921,2915382321,2917882108,2820549774,2889116828,3325454269
3953889295,2914733505,2981161923,2923095243,2863731419,3223550841
4191688555,2791512233,2933312367,3143394700,2889242421,3113906148
3994344780,2951980230,2815705472,2799554986,2874857030,3049447428
3846877275,2757456219,2729381209,2808300862,2784618617,3424493895
4457566843,3211243549,3290822118,3071371959,3237348690,3592338795
4351243003,3064510476,3009414100,2831554676,2932278743,3417032172
2421187697,2061894257,2133130344,2112903299,2338733249,2785339303
2692641192,2310295487,2329254428,2621006426,2557088416,3122855127
2789545595,2843890821,2528607395,2435242765,2394771112,3235481725
3108204391,2777705718,2747388300,2659837331,2692460321,3354545203
2842716791,2481236939,2606779628,2354349217,2554878669,3126294137
2892027855,2453206619,2658903283,2502633678,2593919751,3025408651
2985603133,2686864306,2663517718,2960519582,2657083581,3010447093
3069939828,2525205076,2391892569,2424524163,2610076191,2970923865
3112222484,2358218353,2592567606,2507942064,2603650851,2665762268
3048908799,2574515982,2476251610,2657862043,2763810003,2987712192
3434030185,2490910855,2770258281,2907365297,2672013690,2857564805
3577757312,2611225350,2774875715,2772244774,2740164904,2928681908
3669472567,2595236768,2941067601,3000175570,3276832905,3492805248
4803076348,3591706578,3695762678,3353760535,3362412954,3706484499
4650225576,2966909149,3151683949,3114740048,3122162105,3520296084
4376960492,3089527845,2994495797,3184577827,3104727758,3237300188
4152640849,3178993627,2850011038,2963243382,3075081720,3320441253
4117821233,3228409939,3239796191,3336037516,3349945289,4030662707
4551529879,3413811169,3374251110,3322629187,3262642526,3856511858
4729448739,3205611094,3279639910,3330613712,3322845208,3755371250
4436644902,3476277126,3344671744,3197516066,3187888924,3931931212
3912798802,2769507781,2840479484,2754039726,2781463633,3410202277
3391629897,2676350655,2635759383,2543556372,2622283992,3559677339
3684514351,2591100585,2739579827,2791436182,2810127659,3133612834
3432193529,2644031075,2636457755,2520306712,2711670605,2836114438
3911639803,2898382220,2809727890,3052244787,3078497460,3361941535
4181127411,3196195870,2858317069,2763587714,2806120203,3128693400
4037225558,2769057981,2798420073,2879160259,2805762792,3337231352
3809598581,2996781534,2944532364,2812420140,3062511235,3282159095
3600859859,2624956607,2597799252,2467278889,2568344352,2889745602
3582617973,2893944952,2912754719,2941477990,2859690178,3207561427
4036774649,3108668098,2910726209,2894185729,2822106063,3151143736
4389989633,3161093310,3073599570,3148913180,3141866013,3540067566
4263579915,2917075002,2804231900,2940308716,3050169494,3338311186
4467321110,2850707695,3101423541,3285648942,3136538678,3494463333
4226443276,3174129944,3132869431,3057972934,3168491983,3475344479
4458395628,3202007469,3061988276,2944294014,3335079348,3355885890
4449086715,3051633163,3140480224,3282113903,3707726771,3610632815
4956078847,3475958122,3505205047,3347483770,3165766280,3721699041
4223358641,3295889564,3069490726,2919719801,2902245273,3384567680
3940246433,2948150547,2821289187,2787114526,2819779307,3236791003
4290224314,2777772614,2772594131,2960408266,3043500227,3755990102
4780997687,3378849230,3109931041,3341831055,3145334072,3655916562
4465743861,3162842031,3204278093,3314345973,3393369532,3871553068
5298804375,3835589978,3513147487,3647755805,3747877626,4004629765
4637321103,3448422009,3312878161,3245998376,3003440328,3512501948
4599144683,2996691290,3112428580,3217473146,3241710163,3776268597
4175852897,2970435669,2923594082,2608965952,2866548563,3542330408
4510523178,3198520057,2892343544,2918118186,3145067998,3100797355
4528734016,3179980103,3371363503,3369986911,3510991522,3612687993
4861588498,3601747200,3422723733,3423449140,3361670125,3531320871
5113009985,3085093245,3210527171,3335559972,3387489812,3391034744
4594793447,3335886745,3173886158,3121373381,3210738659,3545139307
4431862365,2882900254,2891093366,2857428901,2803545532,2910200983
3860655299,2580243261,2542430490,2686710887,2478033106,2875514839
4238739752,2795615790,2658306735,2763761359,2874954484,2879234122
4094126267,2934227071,2720309544,2679543898,2762143402,2807479440
4037024290,3050623541,2817744734,3147185017,3159982071,3103694502
4481986495,3070945834,2959268403,2835772094,2981282790,2982351842
4057750478,2709587890,2721269053,2880596280,2962031551,3122850689
4024739478,2940378135,2942552100,2672141501,2859033910,3093356589
3893129913,2535155184,2569210595,2546553795,2737215568,2663364799
3615123724,3014136309,2606775595,2901762625,2846819359,2949057441
4315391909,3238400970,3129413535,3162021732,2928603100,3254275113
4330928133,3191728218,3036542531,2985461447,3121665009,3303354081
4554421853,3199743550,2980024052,3186415301,2995828887,3236215776
4431048131,3132472198,3187295652,3247084951,3247190163,3344182509
4544065482,3227974669,3059272496,2954102366,3255369054,3115654025
4385928823,3125178363,3070176539,3075323966,3453166261,3813573541
5141560892,3678022719,3473184537,3313950812,3297982153,3300821021
4408089747,3204843726,3250458507,3006525839,2981739100,3181510593
4221612700,2862380811,2853297246,2719197996,2816855433,3003944451
4466319541,2967406808,2822139617,2911196858,3042384312,3273826904
4744543041,3466555117,3201603954,3224460308,3221946197,3413051476
4548190228,3637642180,3273998073,3368872178,3528615449,3564088469
5602605740,3772692447,3676887886,3641437291,3614998617,3823118314
4955939388,3564059473,3400570309,3366958259,3114362861,3316311472
4699052756,2976419792,3025467425,3039833174,3194034470,3078970949
4566374200,3135084688,2844853616,2638502503,2890523121,3221283415
2114356580,1954054338,2129055699,2214303121,2235363209,2681999180
2991945652,2333416941,2368062566,2448285475,2386901947,2713144157
3258004854,2517513192,2585353032,2577769660,2324450513,2844755619
3380055655,2769600780,2773445444,2731396691,2825920571,2889259594
3168404104,2490875112,2748826634,2462504218,2619138297,3030876721
3158772319,2459964712,2624310444,2558808691,2599133474,2910359885
3233788906,2787821203,2674851655,2913415586,2745300365,3086288044
2941391706,2580938945,2411732245,2529883248,2540659772,3017967124
3043195574,2435316092,2575295948,2560979584,2686245957,2950020788
2982776095,2711460539,2589559208,2752412265,2841903119,3255231589
3064165113,2587723403,2716151308,2969035813,2855770752,3080693207
3255709490,2798323608,2755970258,2820025821,2726396453,3326096030
3176706902,2878114945,2825878827,3084408741,3081153699,3922600408
4272004116,3665234255,3627355072,3191331268,3440450278,4173521016
4261513546,2889391645,3158695725,3016651682,3179448291,3784694645
3955659256,3054909133,3009373874,3436205207,2916505501,3687248770
3367484372,2473548139,2581197759,2556799497,2522132627,3163504580
3888069908,2823253264,2682259384,2777702925,2868017487,3391674715
4392809302,3134106097,2977217866,3070050834,3067984127,3176235971
4332023209,3244160128,3103664597,2963736934,3050918161,3540801249
4490623950,3019975415,3092288920,3049320967,2769150855,3118995896
4174749165,2844199993,2893130744,3331545530,3401259634,3336131123
5049107690,3118468010,3421515210,2990915061,3218857125,3419126868
4446564636,3230874350,2829748408,2996368942,2744620482,2990521269
4195481165,2949341313,2921860483,2859898918,3030100178,3079003433
4024783137,3126174407,3024515220,2916959330,2830705096,3070242818
4491188659,3125037972,2830927157,3015244684,2884170999,2929257142
3982023413,2869327116,2753946147,2783718554,2750829606,2941397889
3602332196,2675014159,2883259781,2761916611,2696556062,3293588436
4349671708,3525630486,3250403092,2953327280,3098407549,3363120417
4510799247,3281313034,3082209416,3104711318,2832649982,3230451973
3914996813,2777938225,2669598239,2555962191,2603993969,2902907589
3872577611,3110972392,2739958281,2731189473,2792025549,3353163471
4696102006,3136153117,3001349438,3076646886,2968621782,3269675089
4500322696,3315401795,2994532036,3081297590,2939857600,3435379241
4778239053,3283106078,3058577968,3297940569,2792050048,3623015298
3794585350,2847620359,3140791528,3293928016,3312079642,3830197945
4555570679,3046270651,3501509393,3099948004,3222235275,3712596499
4271219635,3010119709,2900729908,2824764075,2821918275,3327698303
4081611246,2911476039,2949985498,2879862333,2894587515,3435375709
3854109152,2968572274,2968502606,2960490091,2864835013,3572344941
4202621409,2927543280,3038721933,2929275470,2774447246,3359827485
3735354504,2903894589,2698559893,2789042108,2859376057,3009365133
3717848260,2830286436,2817681987,2763101959,2865762259,3752754222
4083040331,3288278247,3077974035,3022816719,3359983891,3716191447
3950091793,3075082580,3168696403,2947008054,3029481954,3957833109
2117458849,1949057556,2289939375,2325857201,2352787389,2525528560
2531741874,2246082805,2314596401,2449644006,2609455000,2759219772
3197171826,2486677274,2671348306,2563670016,2352486884,2996118126
3377188638,2597001124,2796675312,2554286643,2613613894,2586363847
3585073429,2425002143,2686178059,2470647276,2480080587,2660049093
3576648198,2312357630,2549239997,2570540710,2583867927,2512807801
3709778954,2481237900,2809153981,2753737199,2769479569,2560893665
3609424221,2355111966,2310516780,2468034767,2637287619,2701057893
3317341023,2505065698,2435599418,2457261306,2621446640,2576821464
3388546172,2570301076,2511012803,2686451966,2790829854,2848164473
3616015178,2431455076,2749297551,2753586211,2696002120,2889736250
3712986698,2698927309,2783819360,2804336364,2713616708,2788061100
3688019734,2735326140,3019322573,3098537825,3217046046,3493400121
