0,25,50,75,100,125
4764679830,3581660021,3435859224,3367949544,3390633256,3652378734
4770432664,2927201285,3189317370,3131049074,3070803005,3195387799
4573604967,3081213424,3107039763,3123043949,3285736667,3103352020
3237165543,3239586085,3197603648,3023803305,3511633762,4307243319
3151662415,3111400675,3084281295,3013425861,3392134049,4009235372
3222650745,3222616617,3175417822,3135422568,3607215924,3931085640
3097058699,3191653695,3116018367,3155395149,3641428683,4313405064
3103176868,3077926865,2986916777,3339344727,3469190199,4040651044
3191520720,3196941615,3235285809,3577429727,3560857759,4648738991
3514772149,3542414931,3235282664,3291343084,3347315819,4349929034
3148926322,3288949900,2882128715,2993736058,3275703975,4062672962
3131582137,3093366780,2803722348,2890184352,3341094689,3907163998
2860943648,2948490111,2999998445,3013596482,3781582661,4140657984
3330691409,3276042172,3142295229,3312800525,3578884132,4333156429
3352034071,3384498584,3321363737,3326859468,3651779235,5106359061
3860560052,3717959853,3655123543,3622245452,3773282219,4758490595
3649883343,3536803865,3345336582,3146498248,3302740610,4641800861
3074385174,3087863256,3088139642,3246593506,3094600687,4164641806
3055166909,2897629605,2791024870,2669662295,2978214395,4360438914
3967580382,3161678311,3126235052,3055307368,2952316652,3898164955
3762244118,3135425505,3000531789,3173861227,3117097390,3751173330
4003708346,2950596807,3124388629,3077965009,3095302391,3796558857
4094805277,3072251165,3123654675,3146898685,3106355448,3955809041
4010621321,3130512567,2866958808,3108576736,3275645923,3563443607
3997183729,3193519825,3133464097,3350541741,3751919468,4194758642
4503391934,3537389875,3370925257,3391866818,3181256723,3991860446
3909101365,3273515105,3152195596,3007995580,3003832698,3903335558
3469449694,2939502910,2752440110,2746151464,2844867200,3722344457
3696364193,2928980934,3067708932,3065745247,3110089143,4318601398
4022408284,3354181911,3421757871,3093134560,3320121629,4307056964
3917715759,3287677641,3247413555,3192143799,3426728227,4639063626
4461890603,3664402509,3527069840,3533859421,3635683106,4750282007
4127088621,3484250702,3447651347,3228667307,3070261249,4355961491
3502467354,2953436155,3137958481,3195782596,3044131417,4196429128
3529139849,3178539048,2677094803,2568758227,2895162637,4202580623
2889723729,2832736305,2645958433,2684694948,2600560057,3722735283
2996673609,2823924988,2681215252,2834205452,2630914644,3883451796
2889843226,2640001432,2737665191,2760540769,2740474394,3406622505
3148363715,3000853602,3043308878,2927528301,2978530540,4006007751
3358931260,3070638805,2906521305,2723055806,2811598537,3570757324
2997578220,2623130783,2500855094,2535624509,2604004597,3499742223
3243486971,2679412115,2743146406,2693480667,2595439537,3378490792
3146449440,2757020290,2707798547,2535551633,2612155700,3740895125
3251179145,2962479807,2859843461,2798293832,2806492051,3494667706
3142980699,2852663479,2588167420,2636313891,2812881105,3661298379
3261320638,2749371572,2829467798,2801458679,2654363110,3760500930
3194743223,2757107422,2773694052,2780031945,2842616684,3291784023
2862752305,2597816811,2610370262,2582199850,2842082408,3465494600
3250800732,3049313522,2929274820,3014508772,3054561063,3612672671
3076340570,2911973522,2765849675,2782520955,2761032317,3028583092
3186985367,3001622432,2705341335,2806386394,2824893481,3800944230
3171456373,2850553497,2832769847,2951692617,2909534918,3686894925
2807388036,2673688453,2785487571,2778518631,2814636118,3567945298
2909417930,2976126738,3160118466,2826753469,3472955224,3817212957
3320661865,3068851699,2798426374,2776703010,3325464310,3007129574
2772258786,2411207435,2573362498,2496237731,3207527589,3268412820
2990794272,2878553851,2648372986,2665706118,3082834266,3386497354
2923514392,2649418339,2595015321,2568934917,2968737065,3563034430
3101194601,3033583400,2889216052,2742098447,3045915934,3064348256
3057724633,2784232412,2707950775,2622077769,3049732789,3516755110
3152751792,2773610757,2841433624,2817636603,3030208718,3524930828
2927897910,2687754399,2715464943,2645087898,3034044670,3217563654
2727330527,2651356898,2646185510,2552033643,3036833183,3572420737
3255841911,2974242016,3056621256,3063818615,3136949942,3832079438
2986681347,2795992407,2771811975,2799018855,3074356081,2547852841
1799559891,1706704491,1767931610,1720238154,1752291826,1825620293
3503862841,2800983957,2725912818,2774876475,2565629561,3307863507
3496828079,2818595952,2709530347,2661661775,2780612615,3097390647
3687534582,2648043187,2707786236,2775650378,2657005809,3056914265
3583123125,2787054386,2848500293,3033357657,2910656210,3463425505
3755888149,3123107696,3000335963,2869523600,2799799839,3454236292
3251016914,2646738105,2435772668,2539636791,2493054119,3360986492
3373656444,2824845722,2659743477,2759347415,2764199279,3285756274
3133362716,2661828819,2634665620,2559044726,2703038733,3322024041
3677756113,3024370812,2763456912,2942619502,2792502460,3197053925
3199659231,2675968730,2754823782,2698418133,2774899505,3247879475
3400616503,3033654498,2554171115,2891183171,2748459339,3311823368
3443294851,2867536711,2664305125,2636395207,2750017851,3258888342
3052531284,2606558473,2562817662,2651620108,2629866953,3486184000
3434072800,2949669688,2888346403,2860271044,2844614065,3158539771
3624825277,2757014626,2672801329,2641038606,2849632677,3069620716
2622295610,1719383470,1612288510,1898709296,1723586375,1792013964
1930592761,1763125918,1673563188,1643402280,1685369114,1741628171
1833199832,1789206392,1730973281,1696539407,1599768683,1603228865
1826355677,1834457610,1713463742,1664709710,1658782245,1914565360
1953456018,1812951168,1683082896,1621901186,1595607101,1696663429
1686933378,1706406194,1524934590,1519386670,1459031834,1692628645
1675956718,1512350093,1506652273,1468745916,1432615227,1494731273
1608261018,1542065161,1509430417,1490996982,1465375872,1691542846
1718821770,1666044452,1678827441,1618140491,1665260762,1711209460
1973360836,1894468390,1760453634,1669459762,1683543345,1834925371
1894133307,1736678880,1650528694,1665226757,1617729945,1718804013
1809688906,1657620277,1593083530,1541500987,1423848699,1553857615
1630634673,1557730979,1492281486,1439005111,1436097098,1588011582
1651627808,1484459493,1446823109,1439840965,1459077091,1585940846
1688229397,1632800180,1487255892,1473582787,1490138970,1628859818
1689100418,1529940762,1419197505,1381946393,1243332920,1206712585
2900812065,2856008903,2842597917,2797274355,3338300799,3221685778
2855716947,2853352458,2830798577,2961738296,3408239095,3532041680
2630990306,2820126175,2790720100,2602900999,3126582492,3229583568
2849014878,2957858026,2893256674,3118937378,3940598560,3529500045
3049390373,3004574353,2807484392,2821187854,3437652533,3011928715
2641623698,2491065419,2661959427,2547119050,3462348455,3244329021
2671920749,2787653471,2683431716,2654640930,3393140268,2950333947
2803698676,2698973990,2551646850,2626258376,3515660435,3158726978
3040468135,2805777938,2970522978,2659483407,3289842459,3206023873
2951931628,2766381462,2755706209,2817834208,3605269485,3124367954
2935111635,2897894176,2841431160,2636549935,3540314677,3157019145
2686898593,2619558699,2696617274,2628466608,3389908407,2650873928
2684904351,2511536994,2603332063,2614243751,3506834123,3057992269
3060713650,2965478246,3009694348,3228859238,3770343184,2940291237
3103014693,2783190001,2735045068,2914898324,3186902007,2079581689
3209542701,3156259287,3024027605,3115073752,2934313827,4207047192
3024270812,3233564786,3138755271,3477552063,3569809845,5058123772
3655473383,3441907202,3515752360,3321547615,3369155161,5193680244
3231111543,3230149970,3289750432,3385094878,3268988765,4735419583
3464124672,3306354619,3295463585,3312161827,3411659913,4305971054
2856336213,3062176816,2875837277,2779756451,2817563789,3866594277
2577218943,2537173603,2603222205,2436468005,2807497656,4015242570
2821556717,2702123586,2794159083,2927588144,2877163065,3972169817
2927354162,2771218080,2696212681,2760750923,2826165321,3925485426
2920340916,2743591448,3059741144,3039456021,3181202010,4216180137
3027181365,3041831657,2779380342,3027730994,3030703963,3982467747
2933427992,2762363533,2967644270,2966675499,3055349661,3921884614
3212945333,2981197348,2792659167,3078955132,3200807158,3655803423
2665534143,2576861220,2465984453,2743631915,2813347534,3394488599
2889950478,2911193548,2994560227,2893105690,3207408924,4017731653
3138640822,3109928771,2908264908,2993094341,3304336765,3728803447
4332710064,3057933492,2792845828,2677097112,2717201716,2935712335
3132322341,1913425723,1623896578,1737701183,1745868824,1686007908
2093527800,1853176128,1756409176,1750695117,1704302074,1768744036
2027952938,1829229781,1664597850,1640464389,1710282510,1692411681
2016802134,1828313046,1779426381,1666266168,1663086611,1675878235
1841234425,1731585336,1701902378,1637670732,1663794805,1580110317
1783934498,1700974889,1568081107,1494978587,1467293778,1538248231
1782697170,1520281292,1510213790,1476096170,1386687051,1427934729
1700581904,1540273845,1543369849,1486190590,1376169957,1479890203
1770578882,1629400062,1555937930,1631510219,1634410065,1687582158
2038523150,1844242199,1779512673,1709025764,1805021508,1671665457
1936724888,1768598769,1651389311,1597780545,1653334972,1573372914
1766603380,1587210957,1620618136,1577502100,1474158261,1444763582
1742806223,1578039517,1502447726,1429899997,1422061603,1433299979
1703310971,1506739026,1436734519,1451229773,1417148645,1469928282
1776990017,1570669842,1550017271,1486910363,1534324175,1527259712
3463363044,2807027670,2632557563,2774433184,2803783178,3406525721
3547840953,2617754366,2839772634,2852724793,2664354958,3219916669
3374356436,2707674405,2842753062,2970769367,2827880921,3538143566
3588859150,3036910072,2903032870,2621553569,2706014517,3244703773
3360076898,2616342917,2454217793,2662310502,2514973386,3367139074
3447764185,2839888812,2719805576,2780667834,2684938129,3182809931
3350936250,2804554852,2700502036,2584174822,2831856300,3155946336
3556471542,3065009497,2794905989,2931461104,2707248751,3193692238
3258225170,2881184266,2763420448,2746848072,2833393476,3501989322
3347238378,2756127468,2730770623,2899829285,2616634129,3424751449
3367755335,2820953422,2635306253,2693139546,2531734617,2947263709
3214631347,2699983303,2462421814,2647556775,2570458562,3160927464
3812258030,2934202453,2923082480,3074199330,2930544712,3338639779
3612148879,2870729259,2634801546,2709283896,2984959740,3153552958
2321730103,1704284631,1687145418,1810130080,1755292249,2002613948
1923372219,1752547956,1734638787,1622104243,1618366897,1962975834
4732646941,3134040628,2822995565,3091422891,3113923125,3096820718
4734920888,3140452995,3398447747,3257799571,3325598471,3480828249
5305276129,3502036661,3340918842,3367258167,3268338116,3450356711
5396551906,3193196475,3069060575,3327973536,3476509357,3311738755
4633580156,3396081231,3232978434,3194171214,3230176994,3041533446
4430869433,2889431803,2954554874,2905618462,2834896638,2845617053
4196581613,2516044906,2510334152,2651930500,2459057352,2780604179
4452918491,2687407941,2576393183,2702260858,2946126323,2730098255
4145792588,2831825839,2641753702,2732709306,2678181866,2663343555
3989655975,2954065186,2807198562,3033154678,3023682324,2970954449
4287825151,3208879285,2956739431,2750342921,3033474776,2824241192
3964598626,3060221491,2557426935,2979052164,2923386182,2995714399
4194950125,3285394202,2798108191,2746589239,2880393664,2984505715
4094086462,2561627224,2434543834,2592168542,2698501738,2539698119
3486470108,3048696472,2737865836,2970958324,2742184955,3067715012
4344989166,3752167837,3164237283,3036593066,3184479081,3155657617
4422783436,3254295734,3106554089,2928004154,3103073303,3153264504
3903434089,3616829158,2875389223,3194175090,3203231538,3279486164
4527901878,3459288661,2970151314,3290552491,3180059911,3158001250
4530942489,3554451972,3235434730,2781157656,3234982685,3212677950
4412253173,3220893402,3088074684,3065623225,3484930207,3553921233
4687643390,3852580927,3536132277,3134650620,3337994475,3435086580
4854708921,3227389368,3193530087,2847595395,3007043421,2987946205
4304710955,3216850454,2943886205,2823195971,2831855604,2935487561
4574070528,2989250300,2866716202,2932046567,3094035926,3092672448
4885555967,3455055585,3276447145,3276267394,3242705968,3209524609
4758614375,3618607192,3143909670,3346631361,3488810659,3401018709
5516691402,4050485781,3710451928,3587678036,3659209864,3679118620
5197341132,3348881723,3366406167,3173142846,3099919899,2983933477
4762813172,3182221180,3020767403,3190497650,3227883604,2906166753
4411646852,3784336036,2709397960,2600332832,2763355939,3052954539
2539290975,1763549762,1988128830,2043629561,2165642154,2441543149
3273254770,2235881657,2362013925,2432829682,2418239882,2516640248
3401551692,2514573475,2703223478,2553815325,2318285618,2764667313
3698879377,2580297080,2795381190,2771941635,2775315364,2398369086
3725375213,2477767656,2669416919,2451078990,2701517192,2781328402
3471899892,2364978428,2525500861,2642241935,2498902734,2648227252
3649543570,2660113276,2641057792,2763087507,2734962270,2668496766
3404917201,2422774397,2474095812,2386573279,2496565629,2409043452
3632975675,2187597509,2336853633,2459703062,2636416946,2667048933
3497265115,2437250149,2507566795,2668805439,2722122512,2684199010
3683316137,2386481768,2586365758,2658989200,2938778181,2817276179
3639662832,2577389141,2685992387,2665588566,2682300457,2658273847
3740806118,2860293257,2938795013,2950094958,3117745153,3175773076
4638075848,3859926111,3564621619,3551700119,3380970191,3306100836
4680910583,3248583569,2966744435,3056615652,3121635081,3147713487
4560000219,3304808009,3093914867,3020771818,3030646296,2875287482
4016451263,3044978528,2568470908,2665681762,2683804582,2601402385
3453522274,3437804751,2717262993,2691806539,2777600989,2994988210
4063545721,3957771209,3060617430,2957387100,3192296833,3021904701
3694491285,4043865134,3287741236,3049933183,3187382497,3178384053
4304619547,3688745114,3034784972,2936109927,2991688797,2802374733
4073513092,3253638907,2925123191,3233810916,3201824582,3343333901
4384059860,3777147566,3066087066,3185582218,3084915356,3271229707
4023953563,3886795787,2770098734,2916440562,2742265523,2690239815
4073656817,3539240458,2899772332,2983556143,3003270189,2916135870
3867293029,3454020072,2912036586,2981663720,2868186900,2889119195
4232024197,3652171006,2885123358,3196173523,2962004452,2761518248
3980248924,3103919485,2807713863,2705829420,2765892438,2920362659
3719954914,2890261680,2902733177,2793809165,2646943603,3007954504
4250929719,3446633688,3047894284,2950036093,3131074103,3255664476
4235700074,3443784769,3149074645,2962768010,2926603693,3103505710
3947885743,2768297386,2775293751,2616560598,2846077250,3077006269
3615309225,3020802687,2648054379,2716197716,2883708272,2928592987
3948347797,2743359461,2652988829,2793087744,2642448182,2868962658
3552264998,2831848394,2903644406,3091865877,2839078018,3078931917
4205778223,3012979702,2988290218,2783403595,2772300569,3017385983
3473789506,2760514326,2477846762,2597070780,2472555095,2993801607
3639494460,2874810709,2729530200,2649276875,2677955348,3044238849
3595142136,2871445165,2635778366,2737187490,2577370628,2904287965
3966641663,3072522466,2780396654,2795631244,2709781342,3029095790
3599389138,2771666799,2805772314,2719191575,2838965236,3092598298
3815387760,3101728310,2655137675,2912615584,2865242123,3065222286
3734258318,2986133295,2755018428,2681965003,2661465745,3283601740
3200677435,2588056578,2501051430,2589991089,2683804200,3331666239
3663703947,3002959425,2895664917,3103366304,2905447914,3464621811
3575130517,2664392167,2692809185,2624805482,2894024027,3086782506
4152459054,3012738015,2963694660,2907157239,2808150981,3062438809
4225128308,2962718133,2818806895,2646134420,2809133150,2863512391
3697732357,3065966991,2723207044,2813128556,2859912038,2689525088
4141444942,2694926277,2723626966,2848234197,2720530616,2786469108
3649843264,2772261785,2815165229,2996263427,2797732227,3090145762
4167849733,3185665242,2998219086,2833029198,2797100058,2958602655
3608970850,2903689986,2467004187,2550884962,2514705929,2886192128
3897025881,2753001840,2651406943,2581364908,2712415759,2689737801
3694343567,2783238590,2640121897,2715710176,2636021297,2657560157
3932570672,3136376333,2806314663,2767923676,2691842367,2689918284
3425768561,3086214473,2795883467,2624738952,2728238310,2873800453
3878907339,3205220057,2685651377,2777580841,2852116438,2695860210
3737925757,3066610820,2664297015,2693510481,2721430681,2867498012
3352418396,2825677739,2570545192,2519946475,2690953887,3022271678
3636649760,3181511019,2875237245,2893812468,2999388047,3081190699
4008066081,3026699639,2756897003,2822713593,2775979752,2870031529
3619989970,3199897179,3400720795,3371101594,3598699181,4492362124
3889546380,3250859115,3495748877,3223442172,3306426269,4746145424
3795883030,3296709406,3471507948,3365116422,3188894179,4207245952
3871895328,3329282192,3193471096,3242907554,3067415164,4311723313
3335794193,2937460636,2900126897,2736154517,2781685534,3794487762
3007409888,2611951036,2491141001,2547793535,2656165544,3918932383
3248325729,2665351556,2732423398,2791590164,2657143465,3697475663
3287485755,2750172437,2676361883,2691911110,2872950758,3595024705
3455028218,2943784700,2916386386,3079246936,3110693904,4003635709
3531158096,3136640047,2733438626,3003085836,2839579083,3683326343
3306068954,2702700417,2969576522,2869464773,2808030000,3723020986
3499983134,2930124452,2913065242,2917834507,3135815123,3620846011
3000607971,2558178986,2679920908,2656874612,2587298225,3282216005
3159701176,2761731081,2888381866,2750707527,3165173737,3634353166
3234436227,3037445237,2782996553,2895289112,2943647676,3456540598
3796189645,2904142531,2597154975,2710920139,2712631093,3452608535
3683850928,3082494120,3004618839,3006117909,3147304226,3679473366
3473092898,2952027501,2660889089,2692297784,2700053899,3608704647
3332412614,2835662316,2745802484,2942811942,2654691227,3735328598
3143601140,2645377466,2838714261,2815743869,2767244569,3530222279
3001569472,2947143920,3069030627,2911501154,2923615448,4219911414
3268824817,3031338308,2876151638,2688579020,2774617583,3649293775
2945882208,2609217926,2530190958,2567416885,2702014192,3697993994
3014748397,2720418694,2704028157,2705381562,2647275599,3672004391
2860948589,2758050860,2757259001,2643724358,2598160642,3855449106
3192216415,2951208200,2865276104,2815839245,3024583429,3307943354
3206780712,2859791816,2623552403,2670594249,3061278727,3468711283
3057851003,2708988471,2780081321,2857761094,2833454825,3676673466
2982273580,2858627125,2729611840,2682035584,3068700706,3225137946
2826481103,2614772249,2618641387,2567597377,3059167445,3544171985
3220829402,2954306554,2989900967,3068661110,3116671233,3808702290
3018600574,2790188562,2853806047,2799626403,3041295048,2645408085
3950199573,3142685633,2839589191,2847977532,3110180051,3631994632
4011176709,3156376370,3339991531,3448118712,3427052151,4183728519
4599233911,3384405557,3378690652,3468317915,3253088634,4184877051
4310158337,3231870349,3231076055,3329750912,3115099295,3701818148
4493426988,3500936330,3269437560,3376098293,3141049398,3966600073
3615823419,2904687878,2801261392,2878703604,2837507233,3709981668
3004016223,2624893519,2615018692,2604220379,2648163163,3861085074
3312734506,2633551858,2701276095,2711532858,2730299852,3211044348
3516052372,2817390406,2669345031,2640812504,2781680103,3301305750
3715719799,2952220338,2890200773,3138989067,3127419876,3673829830
3731079722,3255104352,2890453127,2949773353,2744068218,3520206447
3452999413,2675138964,2942801180,2842914294,2770705354,3586164567
3566506978,2967140117,2877055703,2788998813,3067388872,3398107629
3305036686,2571264456,2686824257,2634704236,2640456519,3140794356
3424325590,2865609501,2924911713,2904736644,3004646210,3519929674
3476413050,3246633766,3056737885,2892051798,3281707441,4339507259
3319543042,3111383895,2864557276,2974047781,3138543953,4066832386
3428466281,3071610193,3128290740,3015049322,3167800621,3880433420
3524769202,3019343732,3062339045,3121601994,2913631137,3957901863
3895266503,3214675523,2894193957,3178167889,3080919537,3854931161
3746206295,3207983524,3024448865,3387723485,3626552108,4358298568
4333748522,3614123478,3137439900,3440770292,3117947729,4358823207
3524826544,3422848124,2969626530,3047972090,3083009543,4123181205
3357255963,3109754006,2726604426,2754970071,2864191711,3910544700
3519817235,2927224279,2902955416,3083085506,2959056512,4461408333
3780025221,3391951281,3326167655,3203884157,3298068790,4439847799
3769121357,3228407431,3153627401,3259547310,3333605345,4957392411
4402873699,3801903594,3608968613,3581011754,3745408814,4842724633
3882051830,3463400785,3346854408,3212532404,2815528070,4128350415
3574279154,2925077085,3080763893,2913135911,3008197400,3874101776
3939181260,3019305846,2823475557,2623207422,2904012587,3747900531
2256222957,1989282853,2189172238,2267424673,2426868681,2872304488
2416021102,2263113453,2378545475,2453776973,2490945394,2843712411
3020726406,2540970629,2647907686,2488021058,2365546790,3081513593
3345965162,2668319058,2883427405,2692915406,2792460898,3085968937
3077267863,2572566796,2700609156,2607897367,2755386678,3467349304
2622220410,2399958908,2653630883,2645153231,2560595311,3471718042
2912083873,2704452830,2720012139,2951773462,2730022342,3256433741
2590864940,2463253370,2367850838,2557451476,2520403420,3048866751
2878010931,2490434197,2571838019,2539089849,2656349682,3014928850
2914094324,2576436933,2658649147,2790014587,2829863975,3319895704
3062572554,2571339487,2717068813,3037037568,2845144343,3238923603
3217360080,2738423358,2725060686,2759488720,2820541630,3382280836
2877737064,2952149308,3067819539,3070638800,3134349433,4291516584
3822780120,3650797681,3615756757,3298011002,3340724519,4278259299
3533125262,3057287346,3034281701,3029915509,2837521754,4438384903
3724462912,3113361388,2956369652,2956976677,2875033351,3821776392
3209671419,2747706814,2655128962,2611350489,2963981190,3569132666
3215158614,2779325050,2764210020,2777113555,3188906187,3959843661
3683994868,2985767434,2921644283,3097850682,3212646152,3537225192
4095445032,3225888438,3150088471,3204014027,3598233452,4486257583
3556848202,3060033372,3062898571,2916937827,3074235519,3893371836
3210627592,2966262062,3435003725,3315931960,3454763098,4433493753
3470086539,3405027826,3143257190,3243788232,3242959967,4269335145
3613825470,2931558504,2932363211,2660274412,2859116178,3937819866
3055443232,2903140268,2933323411,2971544566,3070753956,3764751284
3397255796,3029981402,2906085877,2835062996,3098434058,4058722142
3530770668,2949473976,3124373089,2984541361,2889817975,3687941645
3165741947,2785208061,2737533480,2627128489,2784480167,3331798189
2998834314,2954957388,2772402310,2701442810,3130869559,3904290529
3644761705,3395348782,3105334105,3205143249,3296728470,4285346534
3579029222,3119432392,3014613548,2895532103,3274466092,4169949036
3262996584,2728924341,2682325709,2668125997,2850949360,3786103822
3156239160,2749462296,2737093790,2758068201,3191220744,4043968589
3674411493,3087075499,2947731236,3115823416,3167185140,3588801049
3856758282,3187515562,3224598874,2891292234,3213503473,3919262316
3778691347,2949304709,2993578564,2855810944,2740798066,3722661420
3790255185,2980630808,3303275787,3320422357,3342739819,4076998687
4052936458,3122212222,3179846592,3096349075,3286222736,3905588307
3997601173,2992592356,2950729209,2739883340,3236975156,3642754928
3410763766,2841427194,2923772071,2840054514,2899570623,3438875738
3674166403,2861658812,2988207591,2946151032,2918982514,3699991334
3972905951,2906392203,3056101348,2928810526,2786820749,3423165404
3594739209,2911948066,2734912293,2711796447,2872057648,3095807557
3568725273,2798315315,2768624963,2688758194,2702738517,3787565557
4100921982,3220723504,3171534847,3061540548,3214201765,3620351460
3955695692,3173712793,2948375458,2753883641,3031562027,3577248595
2211223633,2153864265,2345174090,2179365745,2241475204,2713879209
2657769496,2329701640,2356799676,2429479216,2526132233,3009575682
2857016467,2648497411,2687820791,2493604070,2444559739,3336755263
2687082380,2712245434,2742983467,2678310559,2638481310,3171087308
2993521803,2507412413,2669324653,2656183713,2534198635,3169412455
2904398326,2431081696,2660003964,2558213979,2615184763,3134248324
3067427149,2741599221,2614948394,2860804215,2692561614,3170618478
2814766850,2584941463,2453772462,2546480644,2760886249,3166672323
2813850038,2515515847,2534131550,2626229837,2702299210,3068482317
2797954130,2680018503,2544226847,2789665084,2807391902,3427305361
3026672418,2660740055,2793184352,2779761372,2836917314,3322700112
3009127670,2772863033,2765474403,2733181813,2496461589,3448047377
2882605009,2803234725,2906292879,3174422470,3132097504,4184981276
3964967696,3496727838,3560035770,3318342237,3388134740,3814131932
4150809182,2957013213,3083000007,3079297622,2972696154,4016280941
4004055123,3460492454,3051886442,3464506242,3017791240,3572841144
4324260213,3187017459,2924617307,3129628581,3103278711,3423328041
4052018347,3111289978,3319929962,3367764402,3340081463,3856254012
4779598589,3519223796,3589669307,3301233212,3417522169,4074929721
4418018478,3061858095,3184954734,3403149988,3192745747,3633065943
4473056870,3260092544,3335186654,3226671687,3219682519,3628989471
4046767424,2826193128,2868959033,2794657210,2818654133,3232516434
3571830212,2619408194,2610600684,2672239224,2498670553,3298636839
3856965055,2657888388,2727617203,2782333234,2884407463,3269477349
3594667275,2889065075,2726208471,2632461100,2838636003,3104599382
3856510059,2970801528,2868171483,3056143523,3060385936,3652364719
3889226594,3260674372,2915882610,2974672766,2969656515,3487637515
3465482465,2758108192,3033199782,2941523175,2930399270,3953342388
3635098858,2945445779,2880035534,2919595067,2990385496,3788179541
3127725551,2616953188,2673568639,2877015949,2708959995,3514464864
3124295552,2734969671,2944157707,2743853410,2981523490,4027073188
3188159319,3047538414,2792594086,2782898922,2933741091,3846231772
4371685861,3228026474,3033000039,3139599469,3185589589,3788806763
3962718939,3054139832,2981801753,3078574890,3082916417,3670997628
4223470374,3040815513,3120502341,3120459042,3114822955,3718637277
4280302285,3075160747,3272749381,3112333299,3194666018,3725859176
4260419793,3195924253,3001679795,2954763557,3046481382,3485549044
4098980107,3067117934,3019223301,3279741346,3696951518,4028383327
4679724881,3557990264,3414342147,3448718060,3231775588,3795150120
4042614129,3149901377,3073936137,2907724151,3027270362,3667404898
3704597078,3018510348,2877363293,2774488195,2846384701,3537785195
3920367866,2862311640,3065051629,3138325223,3029019349,3799696400
4382150789,3251697859,3281121251,3245278616,3215155830,3946057421
4163813958,3253871277,3188147188,3208407818,3386478015,4319197964
4932151355,3816130622,3597158681,3550739730,3621174898,4398281250
4547220951,3488187404,3470228917,3255211269,3027542010,3903122413
4147592010,3017663697,3152555709,3231524862,3022090556,3864543633
3857679715,2977690540,2741419118,2628992980,2999058037,3974965355
3629324819,3169104595,2977819101,3187770477,3187874076,3799896132
3643671202,3068830267,3161407708,3201096020,3190123489,3737373739
3595783015,3067576889,3192201317,2871594525,3213172747,4049701050
3778435385,3102876651,2935700167,3176049537,3078981298,3750898236
3906539000,3265318269,3054359922,3394793895,3752123367,4298857150
4300459772,3578403907,3233098605,3327126246,3181871442,4149436828
3695671283,3307430589,2933399860,2962989945,2881749997,3794400254
3672162454,3010956931,2689326733,2804570343,2948874404,3521560406
3861344333,2837055077,2882817023,3050093306,2849286844,3699655971
4510429005,3374913285,3220769146,3332486993,3207823177,3677691601
4489820064,3270323330,3190317037,3290236836,3404413625,4122684222
5052869051,3869211662,3508726864,3599980440,3712803718,4294626066
4381922344,3407420339,3341820707,3324094103,3047336271,3727201306
4452243276,3026718776,2969989893,3122569473,3006100458,3530255818
4289116143,3027004980,2817956311,2738696565,2907077839,3374369631
4117129018,3124040363,3160366343,3173878829,3036700272,3825581725
3756648066,3340485509,2950073762,3157265237,3143137370,3910966709
3967819032,2997143664,3173111732,3156760414,3013435593,3976265213
3778171441,2990840452,3264860133,3081970645,3361001591,4366670588
3706740518,3190440097,2909134630,3154465645,3128864752,4006358215
3485468774,3238718632,3148472016,3533297458,3910125169,4609998196
3895041659,3664249832,3263736351,3155614215,3403348147,4442422640
3309129716,3353783742,2900689734,3068175643,3118455233,4041632671
3127361702,2919705670,2729867279,2861755096,2864823028,4243216899
3083424618,3000164458,3131519271,2880286090,2992814729,4713084063
3415398899,3403831271,3316338796,3224470653,3288565051,4512693504
3556519275,3230424364,3322133824,3395099675,3385764639,5327474197
4127954355,3714003707,3558425158,3451064539,3565903969,4962357586
3823041800,3438372499,3451840328,3136836122,3207788734,4501807062
3331559100,3137652302,3027393619,3233951049,3274293235,4511072728
3066462072,2841976090,2576084813,2829784502,3150495520,4366202637
2119303200,2364741186,2193996866,2188002714,2519574221,3221976899
2322714488,2350067116,2421895420,2572476865,2573655575,3336893446
2509296230,2539341442,2685095312,2316568795,2513913868,3331349888
2684315138,2590357854,2804797268,2633098392,2645390314,2820760300
3172238523,2309760818,2612605811,2439609880,2584040373,2876051193
3436518362,2313049424,2513925057,2568242915,2628894265,2730611585
3504278827,2706221102,2616792857,2806107914,2688867681,2922154836
3174417605,2321799947,2345836865,2374095077,2629817455,2851746115
3342344304,2462453098,2571532092,2411985192,2587259309,2740539235
3378192935,2603853690,2627579501,3001140864,2725568764,3046699527
3288757026,2573073182,2768329009,3026551040,2784731104,2921282604
3289777766,2617975032,2747871698,2764189544,2678104816,2998138052
3527777614,2706333611,2981750885,3129515757,3277148870,3782473099
4597519840,3533892321,3439754263,3481989945,3326853265,3829467213
4225685076,2930389616,3134138025,3168321480,3148536075,3214689741
4580280355,3290772565,3117599611,3395320253,3015811136,3412473503
3855978585,2735509730,2763219401,2668653651,2714583532,3482614236
3802401543,2850738236,2747637602,2730388007,3204378615,3907480980
4033009700,3152652068,2982650805,3109635328,3223844414,4041954912
3701974749,3172674902,2839021165,3102673782,3366997207,4130313382
3621084316,3067064490,3025780299,3055874295,3084475130,3563329590
3357497151,2996991465,3320411254,3116357538,3437128854,3969221832
3897073314,3337414925,3234515017,3157330620,3448181738,3978550048
3878499958,2911724815,2930725282,2615188026,2841605365,3256274872
3845580927,2924888237,2964142824,3006761290,2803831775,3588948126
