30,50,70,90
8722343055,9510450024,9030288299,14599947676
9897355111,8423588113,9473800936,12491309966
8674227018,7343835468,8100919793,9339943819
6595855432,6339120120,7215379217,10549920839
8777322094,11879845726,11246730251,12268254340
9647972104,12534680417,11814496353,13048948697
10570192254,8566853440,8505798206,11064320645
11487199400,9143203582,8441845078,12645031533
9764302684,10366684528,9329534655,11016458805
7301145858,6605475474,7061011994,10571183150
10907778452,10631568012,12762479223,17741202138
9799875142,8775767233,8906405497,12665157356
8417277151,8746516752,8190334133,9664142322
7298429126,8983626383,10369801749,11309755152
7987513184,7291810791,6413756077,6830057001
6906378022,6038196944,5950315024,8688841538
6734058110,6020555841,7446806618,10051468258
7881273904,7485418737,8463136472,10874192839
7393215898,7760753765,8169224286,11489558363
8933863009,8366681608,7236733333,8558424709
6481754499,6121556107,5910288460,7236866735
6458091290,6465061166,5865572145,8292228067
7324276172,7874851546,8305306738,16044743587
16787893414,13599779189,10202466774,10563566925
7342548148,5432784626,5946885407,7038081990
5780954864,4792307099,5943579148,9061770060
8200528341,9546140096,12073655495,16511015604
11191128446,11092188521,9101325434,10709062749
7811737703,7829239224,8079651373,9219214041
9371393713,9375457648,8668634181,12232193880
9939753446,9028753355,8179198025,10503541391
2536379849,2342544775,2485228187,2954888371
3077418970,2615449800,2594538069,3260970053
3160282546,2662384142,2919763029,3606153928
3395950152,3113680590,3195670978,3890499425
3493170759,3313035107,3191647128,3768360808
3600850705,3200494362,3502784672,4302705604
4249501036,4174882362,4305399987,5776979745
5742478504,5037651993,5105459810,7217089449
6906902803,6252337269,7541024046,8439636163
8618633203,6785327501,5440247224,6188767093
4529458666,3635663733,3368354291,4392147853
3541457796,2872934591,3084451275,4775370674
3198020777,2996877808,3175090742,4212012777
3313562408,3378450801,3645224123,4736230561
3795297381,3707519148,4214326250,6230312153
5211359619,5584007240,6459340787,9122042610
6522859587,6623302616,8018784926,9171515200
6106306365,5120729390,5153306202,5729302998
4140886684,3708343021,3911611541,5846050374
4406334143,4370054303,4370886474,6036882465
4387834002,3863072039,4188532419,5639595471
3941487863,3569345773,3595630076,5101768790
3930896135,4031153553,3638399690,4888767020
3901622241,3940776977,4255585752,5792712059
3982612086,3778377264,3535964532,4634711546
3552983233,3515844947,3557734077,4540432156
3462191490,3288037704,3215568061,4414677820
3525594542,3202192930,3351223056,5233620481
4066055653,3879381083,4220585112,7517114034
8320194497,7456047376,7355386837,14228610367
11289707683,9220417638,6088301098,9406956875
9774869964,6433538196,7024307204,7854971444
9013320185,5517643896,5013130985,4957496746
5860499401,3777003758,3546833031,3921124923
5999266651,4280817089,4348791874,4176808218
6403925315,4075749531,3957454147,4179464545
5592440420,3966215836,3370214086,3705066243
4925525576,4400754474,3943297928,3878265256
5370946833,3779295855,4015795812,4551782759
5814070003,3664250396,3588460815,3562253799
4602091165,3467417094,3315129381,3706186856
4732125017,3456087306,3286699820,3482955966
4659842046,3289399568,3161926280,3656418217
5348339954,3668869066,3767390603,4860539535
8007711155,8016306849,7355681489,7856974976
15562813800,10280406742,8465723473,6452394188
2221481589,2254479955,2390868335,2485016060
3584485693,2731443416,2641217843,2659705522
3488043658,2705968817,2873293508,2949930094
4145981021,3086672439,3169140877,3312728274
4235162879,3193267692,3050170070,3329288927
3776943199,3103779783,3190014087,3556960890
4964790509,3603122921,4218434895,4686469158
6436458612,4820477533,5053075656,5153272684
8115516722,5685033989,6251173701,7455671536
9830445418,7348909640,6200542482,5056722461
6366698862,3922620888,3519618536,3327924078
4688035324,3193212824,2791622985,3260687227
4657002527,3114655363,3169151687,3324847646
4793222616,3459618221,3205751063,3646954299
4760221399,3661552470,3765233012,4233253686
6757200008,4899756711,5622939717,6235597679
10427228579,8677912623,8765190928,10119106039
14667167844,9268675222,8486834058,10471073313
12118188625,7928153084,7852214518,8928656891
8810067379,5998422071,6900698635,7326061323
10578831283,9162589959,11661254198,11798295821
12084128201,10263850044,12428847219,12782994766
11513177776,8918055117,8601636311,9158272984
11483173454,10340431158,9008709482,8542378612
13333704830,10162709276,9824984447,10173412952
10586067679,7503648471,6616137233,7855180040
11455314064,10800261772,11305145558,14901464860
15260796039,9201458126,8959681013,9565557958
12123440426,7939316844,8734212066,8340586465
8406916912,7925587235,9210615284,10567439649
9989775071,7473283284,7026270345,6276683780
6550247653,6107013655,5509218636,6401919144
8717030684,6414462325,5570708568,6755141944
8404898402,6377711241,6499487533,7727055419
10329719081,7051715929,7847289988,9079654434
10464707939,7087200772,7900799244,8905141885
11100123321,8706179125,7999830352,7679980946
8121850868,6498435533,6220070743,6384255653
7528779750,6317360001,6510685328,6300081064
8362743612,7194029179,7670166434,9426058444
19184173317,15942959326,12023540649,10417573878
