Lomuto,QuickThenInsert @ 59
2957523691,3354092936
3427042628,3219318744
3371854528,3445493362
3506232806,4326950751
3889052538,3339636060
4109065345,3311988692
3268259858,3475543457
3571971109,3175148871
3726061783,3894926742
4117598231,3920252851
4084502964,3783027027
3861531201,3262951818
5213819845,3306453162
4125445541,2600328813
3665477451,2384612979
3515850343,2311409603
3591500415,2414632357
3503688593,2419935287
3668468494,2617533098
4109280044,3379427318
5131563445,3668916256
5638671255,3998786320
6218152779,3623326534
5567843638,3447445289
4808481382,3027880891
4459612748,2909659009
4156067981,2721242057
4087037231,2357793653
6092461062,3314239546
5099079380,3190857028
4864345079,2930931792
4335567156,2512999750
3656842523,2371157742
3691642022,2872918684
4967295303,2899996023
4870537880,2755388522
4721951352,2608690523
4383087629,2322191019
4275273650,2665780497
3461393712,2321307064
3850526958,2467562859
4048281655,3267470476
5003421214,3406086438
5200118419,3547647761
5218732568,2948751323
4210682553,2630379872
3474860559,2275775108
3496861417,2359691818
3642507820,2353854988
3655644599,2343855312
3729290866,2539193412
4008232669,3617455494
5030923606,3841809237
5629765534,3690103732
6398871013,3861610733
5638298409,3298576300
4819313346,2933343975
4383054240,2904092186
4226608051,2927872398
5307746569,3577693381
4965899963,3724662134
4174658700,3365493561
3738451586,2886125876
3282525374,2602667059
3570975171,3466926144
4111032958,3420079045
4430182044,3538503763
4011207732,3175876644
3754938798,3094184542
3824487900,2704802499
3399293217,2421536955
3602380767,2609575347
4406334739,3529632526
4672969705,3333929005
5416530110,3415634890
2523880893,2015109980
2242083782,2223712583
3177194099,2233511379
3643183635,2448175876
3539207737,2449104326
4151669158,2730316760
4226982524,2789535264
3922583189,3459068560
4651729261,3148698513
4325302497,3031066137
3625394212,2730983575
3807250212,3000635159
4040445423,3249688168
4888438266,3324353857
4503157259,3560276842
4278061606,3197797793
3736029766,2661032491
3307027726,2509052925
3459384778,2501018282
3561148139,2418066763
3060446033,2403611156
2949832610,2632056881
3169574062,2691566970
3781522009,2944154768
4283416084,3117806746
4885947718,3717572958
5983532697,4963684735
7377790642,5511581830
7393089892,4840327228
6884749569,4498097634
6439509698,4264917363
3227321981,3074577178
2931836375,3154952873
3001961559,3059855191
3001505125,2807761430
3119906187,2907286307
2636292664,2925592178
3275998576,3328281107
3279783236,3644971036
3579208738,4035099977
4290610663,4426604168
5357722514,6247083603
6526576820,6125240427
6263110129,5744111832
5802038729,5572464641
5080569823,4989405341
2552955489,1902729350
2443140742,2643052632
2890063421,2743395583
3185761288,3270938183
2828713325,3682918018
3318312975,3417003131
3151841412,3379564870
3558493901,4609370815
3826491192,3698028111
3671470459,3361444344
3249185811,3576884000
3245068286,3416741364
3509683347,4052665536
4008960960,3987363505
3837454799,3862107221
3702521252,3386438136
3965862581,2403178194
3507927032,2390694011
3573942536,2475891025
3694531128,2452277653
3246887850,2706188049
2766749080,2726653138
3066697304,3204098902
3729908775,3239972246
3965596861,3476162427
4763724552,4273081750
5581073506,5906772484
6948363040,5645725935
6756463683,5238191460
6225180532,4783271959
5862906800,4527203955
4805939376,3552883994
2517124357,1959029038
2319115006,2515022227
3167006505,3003742301
2941730883,2935259529
2987113597,2813745959
3900895849,2800284484
3689507140,2958499274
3645306888,3764363827
4385477173,3421036028
4141584329,3171500174
3451369960,3227788957
3841730682,3015504753
3963359475,3352625524
4622252657,3376262211
4585743684,3123469960
4443089943,3087322121
3916554322,3634686804
3270288372,3145719415
2853823555,3003510653
2971165169,3062004064
2896476152,3049941670
2862229313,3071283888
3130676855,3352216513
3973622682,4368869557
4302399985,4971024549
4652830013,5488076978
4826104362,4829948687
4369169268,4190444902
3574120230,3900015115
3524603879,3570736809
3300596891,3476139966
4179595900,4543104661
3897853815,3990237788
3598334979,3719210906
3164192172,3182540237
3127749874,3076029086
3555996325,3928183876
3859473814,3895954357
3498675995,3926284727
3212117626,3747168320
2929260955,3457428094
3418213647,3035810044
2843118833,3412772967
3241241773,3704898560
3678599258,4182638766
3996457140,4694132707
4231488757,4525893836
2603766862,1844590321
2314480986,2526251835
3121118023,2756424796
3170299292,2577704345
3399869004,3762989332
3448080452,3495694136
3248040181,3537203881
3509858457,4593016783
3471841617,3766674642
3637089321,3571342055
3093364791,3713996338
3236074891,3604818992
3456294043,4235253404
3862148464,4122601702
3929119312,4089474832
3731269822,3540276977
2982518518,3138534106
2891263027,3179965014
2792289139,3371318045
2789981107,3011108191
2912726890,3211590707
2393462512,3146620788
3237620429,3487579424
3174057971,3812737012
3686283970,4470432579
4161169911,5247510417
5173075003,6813311567
5950096976,6975470494
5744438853,5779261378
5297573262,5812175443
4850133073,5088182611
3519483649,3137018609
2926883671,2714605313
3117701570,2867541296
3147511141,2899919847
2735976134,2607746832
3308814220,3154356024
3718031331,4023878527
4557903153,4287974382
5203266989,4531800910
5380608676,4864266402
4780361958,4030186761
3772095146,3574771530
3787807397,3428601153
3729038472,3360862941
3033177649,2887450963
4832014293,3490327213
4329961984,3198266588
3728569358,2876101779
3532420969,2462872257
3804221277,3253534389
4268499557,3266216097
4257650727,3348892861
4069228108,3031711092
3958668837,3039931687
3985084594,2798013469
3413230206,2928070914
3412270088,3346137987
4158999067,3881124530
4282603264,4010283055
4753539082,4197317461
4412381774,3480753363
4113968233,3960033249
4579163634,4060263075
3927751876,3464297868
3354387257,2958342297
3301782470,2854154911
3503240847,3651674947
4083739760,3611061237
4241905924,3594342334
3876818321,3317121125
3636698796,3227136582
3652217262,2870549674
3206176972,2892052464
3274047284,3167617722
4114426432,3590133232
4492412972,3855612205
5196662627,4087943404
4537468286,3356801644
3802500077,2941189148
3181686795,2681454621
3188468519,2714779838
3289463250,2778664621
3315626102,2656883705
3464998940,2971123426
3913109178,4025549531
4698447030,4093438608
5398663737,4302390032
5540002547,4671242790
5049793030,3845348952
4054178506,3272160589
3976366059,3215784576
3762503244,2947421360
3300011063,2548597322
4416247730,3418132955
3452794335,2021960413
2500563055,2380137387
2409727037,2137765470
2535576511,2241965803
2543196293,2132701446
2391392478,2294961114
2452319623,2207743272
2630293207,2469374252
2759432923,2579690561
2872004268,2334156631
3159975607,2254583585
2715507274,1932314869
2431030762,1965941246
2140051421,1587340229
2951642936,2687277073
2906954179,2606120234
2803601950,2713534721
2742726283,2635902234
2715027213,2844912481
2680201388,2710315394
2869460152,2612371491
2773539084,2520028951
2711153964,2720424557
2665673390,2640825158
2865255868,2922918779
3102921086,2867463700
2939496535,2857522662
3185698796,3631718145
3252661603,3842399662
3702051573,3872796083
3473079565,2298353522
3569019478,2007256321
3209467347,2086330297
3242072900,2154288449
3170894569,2259841896
3316403266,2112446538
3264091216,2266731722
3190214789,2235444795
3135314794,2185884585
3331285464,2224185256
3158444700,2531713039
3394930750,2571033990
3167855313,2515812610
3409300147,2653056389
3757140830,2760530919
2809319129,2890685704
2567265396,2809548706
2466287920,2842255251
2558525513,2765812831
2712830319,2882919996
2546785799,2849839780
2651883614,2791239720
2719979867,2694949550
2577777430,2804411000
2404319897,2910450850
2876212943,2964450685
2762661021,2992905362
2806292165,3066471668
3000172885,3588629846
3478851213,3979356935
4020567669,3126207261
4091687999,2273581898
3684454879,2276591387
3822826620,2371512457
3709765122,2221445653
3575331648,2250438158
3333821477,2287137498
3439066643,3122032102
3762875828,3077623733
4127255295,3573600273
4922038313,3994336115
5769913763,5584773457
7109059814,5575017995
7009380214,4855431208
6620062013,4562139718
6225668994,4415085140
2509303416,1941668795
2279224423,2337230306
3123679343,2303805535
3485467084,2335806889
3532542007,2713824793
3972055324,2766290068
3868721578,2628029637
4006919656,3275393562
4782763570,2823152979
4464780361,3125250506
3774302675,2908220169
3702257754,2783765802
4030639565,3022856052
5059292637,3160580592
4922627126,2988359063
4576842294,2970729965
4738410148,3209085202
3918506882,2892455718
3261097093,2518605318
3512504605,2525681791
3411608000,2638172128
3357424116,2477202145
3587080817,2843384236
4081296762,3982467025
4850265025,4103417384
5451809270,4191927943
5854529557,4246490590
5158974414,3652609818
4273268433,3191345119
4177940723,3046667580
4046552158,3160440413
3279739836,2695645071
5018904428,3418621129
5002184353,3397295726
4499343890,3063662895
3954503670,2745785484
3650975824,2618734341
3447652837,3079411585
4431500095,3433723965
4364691992,3319787618
4185295072,2874231292
4059826135,2805086914
4003842062,2966511965
3514386228,2772796404
3502136572,2966006685
4077262517,3468676536
4507607699,3573008589
5161844625,3850145636
5000337948,3007029628
3962135003,2714793057
3453772127,2378139491
3468615761,2568532990
3579262217,2483268425
3540199749,2327458439
3723525572,2696030284
3981425280,3815532679
4832872030,4124760632
5673877530,3998144429
5977785868,4166765825
5409168177,3459313747
4606485171,3020328873
4287204233,2849582489
4143879381,2965093699
5431093719,3365377253
5114692002,3186546525
4745062697,2904789773
4189990771,2542782206
3958087289,2429845428
3788357285,2810908470
4570246761,3297735842
4619028627,3170779518
4415167308,2873952168
4180694560,2718684547
4186684742,2835813636
3512309814,2392829642
3909519136,2882892861
4286256259,3152813674
4918278042,3428665881
5295069148,3640285699
2545762843,1950957578
2419810805,2888547829
2666916178,2741513386
3150594240,3099871655
2848576972,3230334568
3657444021,2913665768
3607868967,3066196481
3431981423,3788696157
4184810811,3003871439
4201658459,2697755367
3861284990,2662540341
4100388284,2638071156
4197674411,2881983368
5227775490,2976060868
5020431374,2852087046
4891887064,2671703242
4176479196,2245998790
3710093332,2178974143
3859965018,2270070501
3923685422,2124065444
3665257258,2184996195
3481772818,2175717144
3600508226,2507927798
4241493089,2564711634
4311968389,2859691612
5094774588,3501214542
6381937728,4672660379
7450332659,4984102422
7700401199,4873791873
6801276856,4181770466
6694820370,3841003118
3995073266,3622065158
2502469922,2065635750
2605240726,2206472739
2322727175,2408866434
2532835538,2242098573
2433661571,2382869963
2470606726,2253671318
2511665370,2443655684
2617696868,2692870466
2676062090,2795914345
2458241404,2692181898
2577958087,2477734142
2319204635,2123577404
2315128402,1983469914
2005845825,1642738003
2592769292,2952340595
2597793306,2884348497
2578704027,2809462138
2771393465,2550102296
3092493246,2524702710
2874254943,2619500765
2724288909,2641754758
2716484999,2539165783
2825091059,2529741816
2583051062,2799363727
3139547830,2778743791
3158365535,2682269598
2693969263,3195579143
3219633815,3332889144
3469568158,3703453790
4212244012,2640723941
4100576259,4603044539
3930035861,4172791381
3397688318,3696452180
3035398466,3429932478
2719432963,3287416573
3428509065,3819638135
3564535136,4058274751
3536732478,3801856107
3217505439,3764064916
3027715891,3759927598
3040495755,3321871185
2586275947,3724402559
3022935117,3992537296
3610904642,4687126722
3875112489,4928029662
4271672978,4761780695
3483666721,3676632501
3359951732,2877539382
2714405590,2969745128
2796015466,3275198474
2865973022,3116241051
2725443366,3345944687
3029774428,3474961195
4315136484,4414983507
4485886956,4892973460
4612328111,5601642038
4660487283,5026785529
4099638754,4079542202
3411763408,3812488869
3286548057,3712377962
3000790811,3408163375
2642594613,3135570757
