50,55,60,65,70
2311511327,2463039915,2434839974,2571400843,2585107996
2339978754,2225381973,2378411416,2382594916,2380383858
2124537764,2156107576,2159310761,2335157251,2297843521
2280924134,2287224398,2353315336,2572881736,2481906051
2706648294,2640630919,2730775855,3119478866,3532417583
2982478019,2974195740,3354257076,3835699278,3569935742
3792940505,3232108214,3558674646,3821102180,3368437900
3371433317,3382905448,3582292451,3497549154,3076291381
2846080984,2662062553,2561852307,2699502232,2616655616
2458012022,2439037306,2399552263,2375796252,2272007616
2218082328,2165448884,2195279251,2481201379,2441284955
2296822298,2429802736,2550049527,2586832010,2591439061
2368775705,2420458742,2518125541,2810230342,2765704592
2470300875,2415550364,2540819506,2553496249,2361250388
1972512996,2021678668,1930434389,1785107472,1637389932
4458347711,4644233846,4545285837,5079826320,4669262485
4394803079,3440661064,3540040023,4433142504,3292487487
2963287551,2933726839,2875613142,3219297523,2926807948
2421421401,2451252441,2350205380,2749175502,2511073589
2320973202,2366960499,2193372102,2535638997,2405586706
2057919312,2134807453,2270678738,2655386359,2548149262
2285752525,2303434957,2539570109,2534627171,3102467774
2596138643,2540404552,2652887366,2697220640,3280286255
2839104839,3022808624,2840547013,3234635898,3027163343
2868558190,2578263008,2587278425,2650419841,2819145187
2691673396,2638929188,2581765669,2801786657,2959530568
2517617183,2468686460,2403017200,2592599822,3285714735
2646563445,2725291442,2789370737,3135109072,2815418556
2762182368,2851247700,2991960145,2688336425,2821605683
2798489716,2706341430,2842217767,3145148977,2845649707
2634891875,2595362572,2701060125,2885873932,2610982255
4168567981,4199636491,4632954118,4866506276,5147856637
4915432558,4368796782,4571646366,4351519420,4950278630
4453660512,4129977768,3363561332,3327280225,4312391033
3276142124,3085960894,2917174370,2895621352,3349327593
2975034153,2558744197,2559828141,2356269166,2587861568
2710031581,2422007528,2452418162,2319562419,2681621338
2432409194,2108453533,2131211109,2334704976,2708811213
2639930172,2257888592,2378661563,2627797484,2720859231
3300312275,2741218666,2736003272,2744082399,2751086475
3224793683,2864089558,3048885148,3003516686,3307298206
3090480837,2686425874,2545108654,2589598886,2781049393
2818338038,2700916456,2692155294,2790956096,2850629244
2972927580,2579042832,2559703146,2531218257,2658810421
3074638079,2654554742,2601540291,2669190946,3027345565
2807461757,2872237825,2885726392,2876147051,2802115888
2846590153,2709265692,2465585864,2571648656,2881460555
2935961930,2753599535,2526306484,2446884710,2935110396
2561727035,2359931091,2306220140,2407586006,2628122256
2453697228,2329861239,2323724157,2194558198,2322471573
2358994869,2202221536,2180631725,2132100942,2270547255
2257776012,2283526836,2315727917,2283647273,2459855959
2315857675,2529492331,2800158332,2534754856,2962371275
3244758991,3271142867,2979825736,3094701316,3615703112
3726418907,3734340561,3624937170,3516473166,3716198076
3680733776,3492268916,3315094887,3440550577,3340081571
3311896814,3084095163,2775979883,2675187208,2646048309
2604547416,2522885961,2455252523,2420094178,2392967163
2233694506,2245489454,2101104196,2143126661,2263098550
2613193390,2420680433,2369302428,2497810773,2491307400
2722457509,2469427190,2387994448,2284299039,2554308327
2981573845,2450785505,2456219706,2639592091,2449186550
2851555011,2731661684,2577693457,2579137132,2719987314
2661097114,2509552104,2330747620,2459495205,2491239714
2481832668,2620068741,2296716312,2204977993,2494401306
2384397634,2177551417,2208009953,2081482745,2257877961
2384660439,2353100238,2349211621,2308304248,2488153146
2339459406,2683825303,2713473618,2505955199,3047662076
3324541405,3230572294,3048018336,3105856296,3553487115
3611931174,3904276469,3605990440,3450017509,3846063499
3675952381,3407451919,3654594801,3422991219,3474552435
3331020198,2971070119,2746112166,2545264068,2619811456
2527848108,2328611137,2398883072,2344688258,2412902711
2253560891,2176499260,2130731925,2142819603,2079818096
2568640463,2391526985,2362105870,2565560415,2551190733
2577158601,2530862571,2406380615,2363530743,2521232552
2864263220,2519643595,2472753483,2492563898,2543875027
4398195070,4269866060,4467209442,4659245573,4908936195
4753625742,4478213657,4427183842,3956956352,5103022172
4839485822,4283554289,3915107068,3304416402,3948094668
3613431910,3131776641,2908600396,2873098271,2663611049
2875107558,2760571572,2430429810,2525162838,2674759413
2660082438,2515557966,2519405100,2355688726,2674366980
2483089021,2068418602,2227239909,2249862426,2657906055
2682785248,2314843035,2402643112,2527726048,2687000027
2964714573,2837277384,2755751179,2807389631,2820650761
3213695017,2794308275,2888241493,2818422075,3138566515
2844388609,2801300642,2636633046,2481781710,2548288395
2753290489,2852731960,2687807257,2535695114,2942283520
2818144873,2735709589,2637863202,2558762649,2613186583
3041195072,2800304636,2578987219,2631298895,2906980699
2897049590,2821967454,2742073394,2756940728,2862862594
2945809704,2857949447,2750770921,2793536812,2745830366
2382804024,1989732732,1933184508,2038023996,1953236288
1689706949,1732816515,1753995978,1735197016,1660494465
1865101359,1693248065,1788440308,1653955843,1879519203
1839641721,1774292643,1755066501,1713696320,1843036898
1773272386,1612779794,1606280014,1647182279,1749598448
1675446267,1585600962,1511050912,1570325563,1666049825
1545278837,1554040541,1566522148,1561790280,1674908790
1494979782,1529158316,1480370768,1482019721,1555889199
1380542330,1353002149,1414050403,1392520972,1444690094
1486066558,1363793267,1392545868,1298781360,1409205886
1397128281,1314986262,1347016453,1286217463,1452843838
1493069415,1413026444,1395227630,1417124236,1523509429
1563748098,1387265319,1427287589,1421270106,1619654524
1639653347,1546910577,1518421252,1512635819,1614492259
1613460636,1527263231,1542850980,1518008682,1581155553
1359928311,1299457719,1254933081,1181302507,1157091759
3288649652,2746532982,2525590472,2595752870,2708165338
2859772911,2450464777,2270049166,2450355627,2473339722
2729921667,2565681891,2251062293,2198784091,2335719300
2379606300,2197402879,2179399932,2098403002,2130437132
2311906187,2271033401,2258820069,2285518243,2355088120
2457734664,2679114873,2738212727,2581835875,2719534261
3241605916,3492809321,2928271796,2912964534,3346639010
3728867256,3751160159,3747785390,3293157821,3506182526
3873971058,3370599266,3342377642,3403635221,3404020807
3368983022,3175738180,2805099697,2650471870,2475052573
2455563203,2593940038,2333909124,2275615550,2319758152
2424325901,2218690348,2171763021,2176058203,2214842997
2501006777,2662853970,2277825445,2456765174,2558257547
2406865179,2840908141,2356680374,2426914855,2539281641
2771476093,2739798403,2508671470,2435226595,2532254537
2755104710,2205905018,2075818736,2049705090,2061193514
4050950208,4559746986,4713082199,5051527766,5066578887
4490170990,4665667434,4093420142,5279294274,4419759696
4383597627,3939702850,3387077690,3791973801,3689717825
3230864293,2959105715,2911698410,3400442946,2797185962
2567106408,2365115773,2327429984,2610589892,2652131605
2335251092,2378711827,2305532147,2612763855,2326291681
2054542720,2239238221,2253195127,2669842597,2609916574
2356584247,2421518694,2581024024,2724199024,2945281190
2899983370,2768963445,2824671073,2739357619,3127544574
2841197667,2904964862,2727947466,3407100428,2781259653
2728895282,2619360572,2499083227,2766465450,2664479342
