57,58,59,60,61
2626105459,2714263458,2405289324,2481936034,2990335521
2176782900,1560614249,1605972147,1624936785,1689465539
1555957916,1674109993,1745797258,1718520751,1806951225
1645254571,1617415731,1775729591,1692448088,1884909521
1860519426,1707232349,1759981574,1783370437,1951759252
1677469402,1749847006,1768360659,1792479166,1772304513
1734059310,1763207064,1739648442,1768091224,1818230472
1800204827,1761930943,1773735407,1853534009,2055818213
1750424992,1750403004,1785376098,1839351171,1825263503
1740315457,1712417041,1606660520,1656762860,1718813733
1681803070,1673442323,1715506095,1567035077,1884307175
1792392927,1716410034,1784146543,1810649990,2008498231
1753526078,1715871628,1885502481,1894156822,1874833647
1926158196,1724443550,1813161771,1880516304,2027293620
1885002035,1995715936,1826004076,1894656954,1738927602
2940978468,2782679466,2545140501,2558598077,2543657144
3122505202,2592139929,2333199009,2461704859,2584798249
2752990966,1859260672,1580105834,1615547665,1664608860
1616033271,1683045940,1652103499,1705979175,1692754502
1645769876,1722567943,1676341548,1726924511,1680384608
1738672169,1824855183,1758282209,1793715386,1773558924
1721469933,1807142531,1735502450,1721491253,1800548562
1747393987,1764751306,1713624918,1712097786,1724623228
1844300144,1899876279,1892352477,1782681402,1811309568
1836541223,1766055376,1705229069,1752788599,1784230352
1771163876,1703662492,1684009475,1652621077,1592508881
1716921058,1801708557,1663732021,1662989786,1659302131
1927819975,1811961134,1694021664,1666313007,1738013921
1694150410,1939042161,1702792495,1893246542,1843202329
1834302447,1802436999,1759901487,1836371844,1889075951
1918935797,1862077718,1943015998,1834090615,1930639947
3011574069,2495402177,2322790241,2346430123,2652168766
2968513831,2578172805,2477398814,2513235122,2753325080
3040037351,2699214654,2541264331,2635553301,3010407261
3261105853,3038524300,2678583726,2648640740,2631703667
2779129698,2552167374,2306042083,2441926389,2614979100
3010465989,2556725842,2214812448,2281632993,2485958020
2835187023,2572438061,2542864421,2475997267,2822290886
3136191635,2780071642,2392163548,2281234492,2549296259
2892356348,2583746209,2347951027,2446052640,3033518483
2884562479,2783573983,2534184787,2557416342,3127969105
2773908893,2712396572,2307888978,2355806498,2878359822
2888243349,2648314662,2466678986,2548528707,2959113486
3170941206,2677018438,2254552921,2459735438,3018007785
2957528443,2673820556,2481229334,2220975105,2630546574
2737957878,2413526458,2431329123,2393379336,2643835534
2787005373,2588226856,2301190625,2340785902,2740063097
2969762052,2395110969,2216515987,2394779521,2723159070
2976360436,2760094137,2503642081,2625794833,2891853762
2845957481,2643770066,2420497946,2586079282,2700535963
2995470768,2942805042,2414738521,2736411836,2893763354
2652585818,2540703974,2185560026,2388879989,2811005861
2917717966,2904574542,2473347376,2635265583,3049311842
2757731644,2790111316,2295587329,2449685776,2767659536
2790236924,2597771761,2403952474,2297401938,2715563080
2664954087,2663691838,2355977530,2535784994,2804283074
3055908092,2995956992,2685631209,2683860503,3112477308
3263573403,2849040998,2553014490,2473481322,2515155941
2843606118,2599392305,2403136427,2329383121,2583917640
2860925747,2532415452,2331664024,2405125383,2735650485
2957533050,2781881959,2397957958,2531113601,2664714151
2976154594,2886517114,2619060848,2528149161,2846719026
2965415560,2646715185,2278365084,2374006160,2559051095
3028861415,2732607222,2487435948,2610797769,2852662292
2972726807,2729738100,2412158917,2585880040,2652798620
3071588363,2770795077,2363754508,2681562938,2776442377
2750992971,2555092803,2323486019,2380315573,2563798162
3046748719,2808283617,2513353543,2639238618,2506829465
3150772004,2788118307,2548622676,2459536687,2600705122
3122800651,2530461854,2384073004,2334557316,2525887894
2962778240,2551925526,2376422308,2550723597,2655635270
3256593381,3013314161,2617375746,2679794472,2965443764
3403888514,2862706786,2590024699,2433595505,2537227154
2943733094,2640923863,2300720981,2312011043,2522058256
2897826398,2561014545,2422662924,2340474064,2711831680
3076680809,2780854976,2375074722,2453315252,2646473190
3027908919,2864712476,2643801120,2562281929,2763729867
3031165807,2696358198,2311282578,2439997053,2440444274
2953690422,2784585350,2566942496,2555202316,2639069804
3306037917,2681655460,2548641769,2563669402,2817213685
3377592221,3049203888,2627709952,2558842586,2410195288
3122757421,2714620706,2443278812,2455907890,2515619431
3101210829,2556008559,2245619053,2298209737,2415784023
2952338537,2512818989,2407156821,2452275312,2688915007
3199513314,2861918931,2430159831,2336761896,2395288624
3257416511,2527655080,2370962602,2418758178,2734126701
3109264081,2741748929,2505876326,2629996274,2792065242
3050542340,2703264126,2228144949,2434114541,2613193845
3119661808,2737834490,2395583962,2549245456,2745242210
3249732409,2685482878,2320059433,2339222436,2708812605
3256666565,2679766413,2337988843,2514222901,2405437135
2829845766,2498168712,2215939013,2390568871,2386313098
2997525403,2683587479,2400407570,2366094287,2647318997
2832259652,2801843801,2273174096,2586834860,2831657327
2378855192,1734654764,1576617640,1596207847,1600367301
